Player,KD Diff,ADR,KAST,Rating,Team,Kills,Deaths,Rating 2.0,KPR,HS,Maps Played_x,DPR,Rounds Contributed,Rounds played,Total kills,Total deaths,Assists / round,KD ratio,Deaths / round,Damage / round,Saved by teammate / round,Grenade dmg / round,Saved teammate / round,Maps Played_y,Rating 1.0,Result
jabbi,7.0,96.2,90.0%,1.44,Copenhagen Flames,26,19,                          1.02,                          0.64,                          54.1%,                          33,                          0.66,                          70.9%,17358,25957,17090.0,0.11,1.02,0.66,71.6,0.1,4.3,0.1,968.0,1.04,1
HooXi,-8.0,56.5,66.7%,0.87,Copenhagen Flames,16,24,                          0.87,                          0.52,                          50.3%,                          52,                          0.68,                          67.5%,14672,25769,17628.0,0.13,0.83,0.68,66.7,0.1,5.9,0.07,972.0,0.85,1
nicoodoz,0.0,56.2,66.7%,0.86,Copenhagen Flames,19,19,                          1.20,                          0.80,                          40.4%,                          94,                          0.63,                          72.6%,18466,25918,15953.0,0.08,1.16,0.62,72.3,0.08,3.6,0.09,965.0,1.1,1
gxx-,2.0,73.1,76.7%,1.08,Bad News Eagles,22,20,                          1.05,                          0.70,                          29.0%,                          52,                          0.62,                          69.9%,11283,16141,9736.0,0.09,1.16,0.6,69.7,0.08,2.6,0.09,601.0,1.08,0
juanflatroo,1.0,90.4,63.3%,1.05,Bad News Eagles,27,26,                          1.08,                          0.73,                          55.0%,                          50,                          0.71,                          70.1%,16322,21704,15628.0,0.13,1.04,0.72,82.6,0.09,5.5,0.1,808.0,1.1,0
rigoN,-5.0,70.4,73.3%,0.99,Bad News Eagles,20,25,                          1.04,                          0.71,                          53.2%,                          52,                          0.73,                          67.1%,12299,16588,12211.0,0.13,1.01,0.74,80.7,0.1,3.7,0.1,617.0,1.08,0
sinnopsyy,-8.0,80.3,70.0%,0.89,Bad News Eagles,18,26,                          1.01,                          0.66,                          50.1%,                          52,                          0.70,                          68.2%,16335,23845,17118.0,0.14,0.95,0.72,78.5,0.08,5.7,0.07,885.0,1.03,0
SENER1,-10.0,61.7,66.7%,0.75,Bad News Eagles,13,23,                          0.95,                          0.58,                          51.1%,                          52,                          0.67,                          68.8%,9847,16486,10965.0,0.14,0.9,0.67,68.9,0.1,6.4,0.09,615.0,0.96,0
Snax,-7.0,68.0,67.6%,0.92,ENCE,49,56,                          1.04,                          0.65,                          39.1%,                          88,                          0.67,                          70.2%,44111,63068,41343.0,0.13,1.07,0.66,74.8,0.08,4.6,0.08,2379.0,1.03,0
Maden,-15.0,72.9,64.9%,0.91,ENCE,44,59,                          1.00,                          0.65,                          46.9%,                          41,                          0.67,                          70.3%,16786,23630,16502.0,0.14,1.02,0.7,78.5,0.09,5.3,0.09,883.0,1.07,0
hades,-16.0,56.0,60.8%,0.74,ENCE,36,52,                          1.09,                          0.72,                          27.2%,                          46,                          0.61,                          71.0%,18146,24832,15317.0,0.09,1.18,0.62,73.6,0.07,2.4,0.08,916.0,1.12,0
dycha,-22.0,61.0,52.7%,0.71,ENCE,36,58,                          1.04,                          0.64,                          47.8%,                          41,                          0.66,                          70.2%,19359,26891,17939.0,0.15,1.08,0.67,80.7,0.09,5.0,0.09,1002.0,1.12,0
Snappi,-30.0,44.3,56.8%,0.53,ENCE,26,56,                          0.92,                          0.57,                          48.9%,                          41,                          0.68,                          67.9%,30373,47098,31814.0,0.13,0.95,0.68,72.3,0.09,4.6,0.08,1780.0,0.95,0
sh1ro,36.0,87.7,82.4%,1.5,Cloud9,67,31,                          1.19,                          0.76,                          30.4%,                          41,                          0.58,                          74.5%,22118,28583,15313.0,0.11,1.44,0.54,78.6,0.08,3.9,0.11,1071.0,1.26,1
Ax1Le,18.0,74.7,81.1%,1.29,Cloud9,54,36,                          1.10,                          0.71,                          46.4%,                          30,                          0.67,                          72.8%,22035,30182,18973.0,0.14,1.16,0.63,80.6,0.09,5.3,0.09,1133.0,1.16,1
nafany,9.0,79.1,74.3%,1.26,Cloud9,55,46,                          0.99,                          0.64,                          56.4%,                          40,                          0.71,                          69.0%,18629,28539,19855.0,0.14,0.94,0.7,73.5,0.1,4.9,0.08,1071.0,1.02,1
interz,19.0,78.3,85.1%,1.24,Cloud9,53,34,                          1.04,                          0.63,                          45.7%,                          25,                          0.59,                          75.6%,14322,24855,14454.0,0.12,0.99,0.58,62.9,0.1,5.1,0.1,932.0,0.99,1
HObbit,8.0,79.8,70.3%,1.12,Cloud9,52,44,                          0.99,                          0.61,                          45.5%,                          41,                          0.67,                          70.2%,26021,36328,23716.0,0.14,1.1,0.65,79.6,0.08,5.6,0.08,1370.0,1.06,1
tabseN,0.0,81.5,60.8%,1.04,BIG,53,53,                          1.05,                          0.67,                          52.2%,                          64,                          0.71,                          68.7%,42476,58675,41100.0,0.16,1.03,0.7,84.0,0.09,8.4,0.09,2210.0,1.04,0
Krimbo,-8.0,60.6,66.2%,0.93,BIG,45,53,                          1.13,                          0.70,                          49.5%,                          64,                          0.59,                          74.2%,12130,17272,10684.0,0.12,1.14,0.62,76.3,0.08,6.8,0.1,639.0,1.11,0
faveN,-12.0,69.2,64.9%,0.9,BIG,46,58,                          1.12,                          0.70,                          50.4%,                          6,                          0.65,                          76.7%,29548,40397,26331.0,0.12,1.12,0.65,78.0,0.1,3.3,0.12,1509.0,1.12,0
syrsoN,-12.0,64.3,63.5%,0.87,BIG,39,51,                          1.12,                          0.74,                          23.0%,                          35,                          0.64,                          69.7%,35640,48825,30707.0,0.09,1.16,0.63,74.2,0.08,2.5,0.09,1834.0,1.09,0
tiziaN,-37.0,44.7,59.5%,0.55,BIG,22,59,                          0.99,                          0.64,                          53.5%,                          47,                          0.71,                          68.6%,31140,48802,32195.0,0.13,0.97,0.66,71.2,0.09,4.7,0.09,1843.0,0.95,0
HObbit,23.0,93.8,70.3%,1.35,Cloud9,68,45,                          0.99,                          0.61,                          45.5%,                          41,                          0.67,                          70.2%,26021,36328,23716.0,0.14,1.1,0.65,79.6,0.08,5.6,0.08,1370.0,1.06,1
Ax1Le,19.0,88.7,75.7%,1.27,Cloud9,61,42,                          1.10,                          0.71,                          46.4%,                          30,                          0.67,                          72.8%,22035,30182,18973.0,0.14,1.16,0.63,80.6,0.09,5.3,0.09,1133.0,1.16,1
sh1ro,14.0,75.9,77.0%,1.21,Cloud9,53,39,                          1.19,                          0.76,                          30.4%,                          41,                          0.58,                          74.5%,22118,28583,15313.0,0.11,1.44,0.54,78.6,0.08,3.9,0.11,1071.0,1.26,1
interz,11.0,62.6,79.7%,1.11,Cloud9,44,33,                          1.04,                          0.63,                          45.7%,                          25,                          0.59,                          75.6%,14322,24855,14454.0,0.12,0.99,0.58,62.9,0.1,5.1,0.1,932.0,0.99,1
nafany,2.0,74.4,77.0%,1.07,Cloud9,48,46,                          0.99,                          0.64,                          56.4%,                          40,                          0.71,                          69.0%,18629,28539,19855.0,0.14,0.94,0.7,73.5,0.1,4.9,0.08,1071.0,1.02,1
Maden,2.0,80.7,70.9%,1.19,ENCE,38,36,                          1.00,                          0.65,                          46.9%,                          41,                          0.67,                          70.3%,16786,23630,16502.0,0.14,1.02,0.7,78.5,0.09,5.3,0.09,883.0,1.07,1
dycha,9.0,83.3,70.9%,1.17,ENCE,41,32,                          1.04,                          0.64,                          47.8%,                          41,                          0.66,                          70.2%,19359,26891,17939.0,0.15,1.08,0.67,80.7,0.09,5.0,0.09,1002.0,1.12,1
Snax,8.0,82.5,76.4%,1.17,ENCE,43,35,                          1.04,                          0.65,                          39.1%,                          88,                          0.67,                          70.2%,44111,63068,41343.0,0.13,1.07,0.66,74.8,0.08,4.6,0.08,2379.0,1.03,1
Snappi,11.0,78.5,69.1%,1.15,ENCE,42,31,                          0.92,                          0.57,                          48.9%,                          41,                          0.68,                          67.9%,30373,47098,31814.0,0.13,0.95,0.68,72.3,0.09,4.6,0.08,1780.0,0.95,1
hades,3.0,67.4,72.7%,1.07,ENCE,36,33,                          1.09,                          0.72,                          27.2%,                          46,                          0.61,                          71.0%,18146,24832,15317.0,0.09,1.18,0.62,73.6,0.07,2.4,0.08,916.0,1.12,1
drop,0.0,79.8,65.5%,1.01,FURIA,38,38,                          1.00,                          0.59,                          48.9%,                          56,                          0.63,                          72.6%,5428,9057,5684.0,0.12,0.95,0.63,66.4,0.1,4.5,0.1,340.0,0.99,0
KSCERATO,-3.0,77.7,60.0%,1.0,FURIA,39,42,                          1.18,                          0.71,                          47.9%,                          39,                          0.59,                          75.1%,20274,27512,15920.0,0.13,1.27,0.58,79.6,0.08,5.5,0.1,1053.0,1.19,0
yuurih,-9.0,71.5,60.0%,0.86,FURIA,32,41,                          1.09,                          0.68,                          41.4%,                          40,                          0.64,                          70.8%,22450,30009,19067.0,0.15,1.18,0.64,83.7,0.09,5.0,0.11,1146.0,1.17,0
saffee,-11.0,55.1,61.8%,0.8,FURIA,28,39,                          1.13,                          0.72,                          28.1%,                          56,                          0.59,                          72.6%,11113,14522,8803.0,0.1,1.26,0.61,77.3,0.08,2.9,0.1,545.0,1.18,0
arT,-11.0,68.0,54.5%,0.78,FURIA,30,41,                          1.03,                          0.65,                          43.0%,                          40,                          0.69,                          69.4%,20645,29528,20804.0,0.14,0.99,0.7,77.5,0.1,3.8,0.07,1132.0,1.08,0
ropz,6.0,80.2,62.5%,1.08,FaZe,64,58,                          1.13,                          0.75,                          59.5%,                          28,                          0.63,                          72.0%,25899,35005,21473.0,0.1,1.21,0.61,78.6,0.07,2.6,0.09,1318.0,1.15,0
Twistzz,0.0,69.6,71.6%,1.02,FaZe,52,52,                          1.10,                          0.70,                          58.4%,                          28,                          0.61,                          73.2%,30120,41428,25749.0,0.12,1.17,0.62,76.6,0.1,3.6,0.12,1572.0,1.11,0
rain,-9.0,71.4,68.2%,0.99,FaZe,52,61,                          1.00,                          0.62,                          55.6%,                          28,                          0.68,                          66.3%,33602,47577,32796.0,0.15,1.02,0.69,79.7,0.1,3.9,0.09,1792.0,1.02,0
broky,3.0,66.5,65.9%,0.98,FaZe,60,57,                          1.06,                          0.65,                          31.2%,                          28,                          0.59,                          71.0%,16746,23792,14486.0,0.1,1.16,0.61,73.0,0.1,3.5,0.11,889.0,1.1,0
karrigan,-21.0,56.5,68.2%,0.81,FaZe,41,62,                          0.86,                          0.53,                          45.0%,                          28,                          0.68,                          65.1%,35661,57886,40036.0,0.13,0.89,0.69,68.2,0.09,5.1,0.07,2201.0,0.9,0
Ax1Le,28.0,101.3,70.5%,1.42,Cloud9,85,57,                          1.10,                          0.71,                          46.4%,                          30,                          0.67,                          72.8%,22035,30182,18973.0,0.14,1.16,0.63,80.6,0.09,5.3,0.09,1133.0,1.16,1
sh1ro,16.0,72.5,72.7%,1.11,Cloud9,60,44,                          1.19,                          0.76,                          30.4%,                          41,                          0.58,                          74.5%,22118,28583,15313.0,0.11,1.44,0.54,78.6,0.08,3.9,0.11,1071.0,1.26,1
nafany,-4.0,78.7,64.8%,1.01,Cloud9,61,65,                          0.99,                          0.64,                          56.4%,                          40,                          0.71,                          69.0%,18629,28539,19855.0,0.14,0.94,0.7,73.5,0.1,4.9,0.08,1071.0,1.02,1
HObbit,-13.0,56.8,63.6%,0.85,Cloud9,46,59,                          0.99,                          0.61,                          45.5%,                          41,                          0.67,                          70.2%,26021,36328,23716.0,0.14,1.1,0.65,79.6,0.08,5.6,0.08,1370.0,1.06,1
interz,-9.0,48.2,67.0%,0.84,Cloud9,37,46,                          1.04,                          0.63,                          45.7%,                          25,                          0.59,                          75.6%,14322,24855,14454.0,0.12,0.99,0.58,62.9,0.1,5.1,0.1,932.0,0.99,1
NiKo,5.0,95.5,73.3%,1.26,G2,65,60,                          1.23,                          0.77,                          55.8%,                          52,                          0.61,                          74.2%,37918,47832,31775.0,0.13,1.19,0.66,85.8,0.08,4.7,0.1,1799.0,1.15,0
huNter-,2.0,83.3,66.3%,1.07,G2,61,59,                          1.11,                          0.72,                          49.2%,                          52,                          0.66,                          72.6%,33273,43342,28744.0,0.14,1.16,0.66,84.0,0.1,5.6,0.11,1641.0,1.12,0
Aleksib,-17.0,69.0,68.6%,0.88,G2,46,63,                          0.97,                          0.56,                          41.6%,                          40,                          0.63,                          70.5%,20062,31824,20758.0,0.16,0.97,0.65,73.4,0.11,8.3,0.09,1198.0,0.95,0
m0NESY,-7.0,57.6,64.0%,0.86,G2,55,62,                          1.16,                          0.74,                          39.0%,                          52,                          0.60,                          71.4%,8866,11467,6829.0,0.09,1.3,0.6,78.6,0.09,2.7,0.1,437.0,1.22,0
JACKZ,-15.0,52.6,62.8%,0.79,G2,44,59,                          0.97,                          0.60,                          63.1%,                          25,                          0.66,                          69.3%,21316,32172,21661.0,0.13,0.98,0.67,73.0,0.1,3.3,0.1,1208.0,0.98,0
yuurih,18.0,103.8,79.1%,1.4,FURIA,76,58,                          1.09,                          0.68,                          41.4%,                          40,                          0.64,                          70.8%,22450,30009,19067.0,0.15,1.18,0.64,83.7,0.09,5.0,0.11,1146.0,1.17,1
saffee,9.0,63.4,79.1%,1.13,FURIA,55,46,                          1.13,                          0.72,                          28.1%,                          56,                          0.59,                          72.6%,11113,14522,8803.0,0.1,1.26,0.61,77.3,0.08,2.9,0.1,545.0,1.18,1
drop,4.0,70.9,74.4%,1.06,FURIA,59,55,                          1.00,                          0.59,                          48.9%,                          56,                          0.63,                          72.6%,5428,9057,5684.0,0.12,0.95,0.63,66.4,0.1,4.5,0.1,340.0,0.99,1
KSCERATO,6.0,69.0,75.6%,1.05,FURIA,57,51,                          1.18,                          0.71,                          47.9%,                          39,                          0.59,                          75.1%,20274,27512,15920.0,0.13,1.27,0.58,79.6,0.08,5.5,0.1,1053.0,1.19,1
arT,-6.0,72.7,67.4%,0.97,FURIA,55,61,                          1.03,                          0.65,                          43.0%,                          40,                          0.69,                          69.4%,20645,29528,20804.0,0.14,0.99,0.7,77.5,0.1,3.8,0.07,1132.0,1.08,1
arT,1.0,87.0,71.1%,1.1,FURIA,62,61,                          1.03,                          0.65,                          43.0%,                          40,                          0.69,                          69.4%,20645,29528,20804.0,0.14,0.99,0.7,77.5,0.1,3.8,0.07,1132.0,1.08,0
yuurih,4.0,77.2,73.7%,1.05,FURIA,54,50,                          1.09,                          0.68,                          41.4%,                          40,                          0.64,                          70.8%,22450,30009,19067.0,0.15,1.18,0.64,83.7,0.09,5.0,0.11,1146.0,1.17,0
KSCERATO,7.0,74.1,64.5%,1.0,FURIA,50,43,                          1.18,                          0.71,                          47.9%,                          39,                          0.59,                          75.1%,20274,27512,15920.0,0.13,1.27,0.58,79.6,0.08,5.5,0.1,1053.0,1.19,0
drop,-11.0,62.8,67.1%,0.89,FURIA,39,50,                          1.00,                          0.59,                          48.9%,                          56,                          0.63,                          72.6%,5428,9057,5684.0,0.12,0.95,0.63,66.4,0.1,4.5,0.1,340.0,0.99,0
saffee,-15.0,54.8,60.5%,0.78,FURIA,36,51,                          1.13,                          0.72,                          28.1%,                          56,                          0.59,                          72.6%,11113,14522,8803.0,0.1,1.26,0.61,77.3,0.08,2.9,0.1,545.0,1.18,0
syrsoN,18.0,66.6,76.3%,1.22,BIG,57,39,                          1.12,                          0.74,                          23.0%,                          35,                          0.64,                          69.7%,35640,48825,30707.0,0.09,1.16,0.63,74.2,0.08,2.5,0.09,1834.0,1.09,1
tabseN,-3.0,89.1,72.4%,1.13,BIG,56,59,                          1.05,                          0.67,                          52.2%,                          64,                          0.71,                          68.7%,42476,58675,41100.0,0.16,1.03,0.7,84.0,0.09,8.4,0.09,2210.0,1.04,1
faveN,8.0,79.4,67.1%,1.13,BIG,59,51,                          1.12,                          0.70,                          50.4%,                          6,                          0.65,                          76.7%,29548,40397,26331.0,0.12,1.12,0.65,78.0,0.1,3.3,0.12,1509.0,1.12,1
Krimbo,-3.0,68.9,77.6%,1.01,BIG,43,46,                          1.13,                          0.70,                          49.5%,                          64,                          0.59,                          74.2%,12130,17272,10684.0,0.12,1.14,0.62,76.3,0.08,6.8,0.1,639.0,1.11,1
tiziaN,-9.0,58.7,67.1%,0.89,BIG,39,48,                          0.99,                          0.64,                          53.5%,                          47,                          0.71,                          68.6%,31140,48802,32195.0,0.13,0.97,0.66,71.2,0.09,4.7,0.09,1843.0,0.95,1
oSee,2.0,81.2,79.6%,1.15,Liquid,39,37,                          1.04,                          0.67,                          24.9%,                          42,                          0.60,                          70.4%,24598,33687,20884.0,0.11,1.18,0.62,75.0,0.11,2.7,0.12,1287.0,1.14,0
EliGE,-7.0,74.3,57.1%,0.93,Liquid,29,36,                          1.15,                          0.74,                          46.5%,                          44,                          0.65,                          71.6%,35579,47415,32320.0,0.15,1.1,0.68,83.1,0.1,4.2,0.12,1804.0,1.08,0
NAF,-2.0,72.7,69.4%,0.92,Liquid,32,34,                          1.08,                          0.68,                          39.3%,                          42,                          0.61,                          72.0%,33487,46335,29024.0,0.15,1.15,0.63,81.0,0.09,5.8,0.11,1757.0,1.08,0
shox,-19.0,47.0,55.1%,0.6,Liquid,19,38,0,0,0,0,0,0,39792,54573,36026.0,0.12,1.1,0.66,75.4,0.08,3.1,0.08,2077.0,1.07,0
nitr0,-24.0,51.0,55.1%,0.55,Liquid,18,42,0,0,0,0,0,0,26658,40388,26571.0,0.14,1.0,0.66,70.4,0.11,4.8,0.09,1541.0,0.98,0
Ax1Le,15.0,105.9,85.7%,1.55,Cloud9,42,27,                          1.10,                          0.71,                          46.4%,                          30,                          0.67,                          72.8%,22035,30182,18973.0,0.14,1.16,0.63,80.6,0.09,5.3,0.09,1133.0,1.16,1
sh1ro,18.0,77.7,73.5%,1.31,Cloud9,42,24,                          1.19,                          0.76,                          30.4%,                          41,                          0.58,                          74.5%,22118,28583,15313.0,0.11,1.44,0.54,78.6,0.08,3.9,0.11,1071.0,1.26,1
nafany,4.0,85.8,77.6%,1.27,Cloud9,36,32,                          0.99,                          0.64,                          56.4%,                          40,                          0.71,                          69.0%,18629,28539,19855.0,0.14,0.94,0.7,73.5,0.1,4.9,0.08,1071.0,1.02,1
HObbit,6.0,85.1,79.6%,1.18,Cloud9,35,29,                          0.99,                          0.61,                          45.5%,                          41,                          0.67,                          70.2%,26021,36328,23716.0,0.14,1.1,0.65,79.6,0.08,5.6,0.08,1370.0,1.06,1
interz,4.0,55.8,79.6%,1.0,Cloud9,30,26,                          1.04,                          0.63,                          45.7%,                          25,                          0.59,                          75.6%,14322,24855,14454.0,0.12,0.99,0.58,62.9,0.1,5.1,0.1,932.0,0.99,1
Snax,16.0,89.7,77.5%,1.27,ENCE,67,51,                          1.04,                          0.65,                          39.1%,                          88,                          0.67,                          70.2%,44111,63068,41343.0,0.13,1.07,0.66,74.8,0.08,4.6,0.08,2379.0,1.03,1
hades,10.0,77.1,67.5%,1.16,ENCE,61,51,                          1.09,                          0.72,                          27.2%,                          46,                          0.61,                          71.0%,18146,24832,15317.0,0.09,1.18,0.62,73.6,0.07,2.4,0.08,916.0,1.12,1
dycha,0.0,91.2,78.8%,1.12,ENCE,59,59,                          1.04,                          0.64,                          47.8%,                          41,                          0.66,                          70.2%,19359,26891,17939.0,0.15,1.08,0.67,80.7,0.09,5.0,0.09,1002.0,1.12,1
Snappi,4.0,64.3,71.2%,1.0,ENCE,51,47,                          0.92,                          0.57,                          48.9%,                          41,                          0.68,                          67.9%,30373,47098,31814.0,0.13,0.95,0.68,72.3,0.09,4.6,0.08,1780.0,0.95,1
Maden,-5.0,73.8,66.2%,0.99,ENCE,51,56,                          1.00,                          0.65,                          46.9%,                          41,                          0.67,                          70.3%,16786,23630,16502.0,0.14,1.02,0.7,78.5,0.09,5.3,0.09,883.0,1.07,1
Twistzz,13.0,89.0,65.0%,1.16,FaZe,67,54,                          1.10,                          0.70,                          58.4%,                          28,                          0.61,                          73.2%,30120,41428,25749.0,0.12,1.17,0.62,76.6,0.1,3.6,0.12,1572.0,1.11,0
broky,-2.0,79.8,70.0%,1.0,FaZe,59,61,                          1.06,                          0.65,                          31.2%,                          28,                          0.59,                          71.0%,16746,23792,14486.0,0.1,1.16,0.61,73.0,0.1,3.5,0.11,889.0,1.1,0
rain,-6.0,71.5,71.2%,1.0,FaZe,53,59,                          1.00,                          0.62,                          55.6%,                          28,                          0.68,                          66.3%,33602,47577,32796.0,0.15,1.02,0.69,79.7,0.1,3.9,0.09,1792.0,1.02,0
ropz,-4.0,76.3,68.8%,0.99,FaZe,54,58,                          1.13,                          0.75,                          59.5%,                          28,                          0.63,                          72.0%,25899,35005,21473.0,0.1,1.21,0.61,78.6,0.07,2.6,0.09,1318.0,1.15,0
karrigan,-26.0,55.8,61.3%,0.71,FaZe,31,57,                          0.86,                          0.53,                          45.0%,                          28,                          0.68,                          65.1%,35661,57886,40036.0,0.13,0.89,0.69,68.2,0.09,5.1,0.07,2201.0,0.9,0
dupreeh,-7.0,73.4,75.5%,0.99,Vitality,28,35,0,0,0,0,0,0,39488,54509,35206.0,0.14,1.12,0.65,76.3,0.1,3.4,0.09,2085.0,1.07,0
ZywOo,-3.0,72.7,66.0%,0.98,Vitality,38,41,                          1.28,                          0.80,                          43.2%,                          36,                          0.57,                          76.2%,26815,31918,19406.0,0.12,1.38,0.61,87.3,0.09,3.7,0.12,1210.0,1.32,0
Magisk,-5.0,70.6,66.0%,0.97,Vitality,31,36,                          1.14,                          0.70,                          48.1%,                          36,                          0.61,                          73.9%,30119,42197,26653.0,0.15,1.13,0.63,79.4,0.09,5.9,0.09,1599.0,1.07,0
misutaaa,-15.0,54.6,54.7%,0.72,Vitality,24,39,                          1.04,                          0.63,                          50.1%,                          37,                          0.65,                          71.1%,11390,17755,11818.0,0.12,0.96,0.67,69.3,0.12,3.0,0.11,662.0,1.01,0
apEX,-18.0,54.2,52.8%,0.59,Vitality,24,42,                          0.94,                          0.56,                          43.9%,                          36,                          0.66,                          67.6%,40164,57574,40095.0,0.16,1.0,0.7,77.5,0.1,5.4,0.09,2190.0,1.0,0
NiKo,16.0,105.1,77.4%,1.45,G2,46,30,                          1.23,                          0.77,                          55.8%,                          52,                          0.61,                          74.2%,37918,47832,31775.0,0.13,1.19,0.66,85.8,0.08,4.7,0.1,1799.0,1.15,1
huNter-,13.0,78.2,79.2%,1.24,G2,43,30,                          1.11,                          0.72,                          49.2%,                          52,                          0.66,                          72.6%,33273,43342,28744.0,0.14,1.16,0.66,84.0,0.1,5.6,0.11,1641.0,1.12,1
Aleksib,4.0,76.8,77.4%,1.17,G2,34,30,                          0.97,                          0.56,                          41.6%,                          40,                          0.63,                          70.5%,20062,31824,20758.0,0.16,0.97,0.65,73.4,0.11,8.3,0.09,1198.0,0.95,1
m0NESY,8.0,62.9,79.2%,1.14,G2,35,27,                          1.16,                          0.74,                          39.0%,                          52,                          0.60,                          71.4%,8866,11467,6829.0,0.09,1.3,0.6,78.6,0.09,2.7,0.1,437.0,1.22,1
JACKZ,5.0,67.4,79.2%,1.1,G2,34,29,                          0.97,                          0.60,                          63.1%,                          25,                          0.66,                          69.3%,21316,32172,21661.0,0.13,0.98,0.67,73.0,0.1,3.3,0.1,1208.0,0.98,1
Brollan,-6.0,72.2,76.8%,0.99,Ninjas in Pyjamas,38,44,                          0.98,                          0.61,                          57.5%,                          37,                          0.71,                          69.8%,22610,31628,21229.0,0.13,1.07,0.67,78.7,0.09,5.0,0.1,1188.0,1.11,0
ztr,-7.0,70.2,71.4%,0.99,Ninjas in Pyjamas,32,39,                          1.12,                          0.68,                          54.0%,                          6,                          0.60,                          73.7%,10772,16894,11588.0,0.12,0.93,0.69,71.1,0.1,5.5,0.1,626.0,0.98,0
REZ,-12.0,63.2,73.2%,0.86,Ninjas in Pyjamas,27,39,                          0.98,                          0.61,                          50.2%,                          37,                          0.62,                          70.6%,28241,40534,26790.0,0.14,1.05,0.66,77.3,0.1,3.9,0.1,1535.0,1.03,0
Plopski,-12.0,66.0,67.9%,0.85,Ninjas in Pyjamas,33,45,                          1.18,                          0.73,                          45.9%,                          6,                          0.62,                          71.9%,21405,31222,20633.0,0.14,1.04,0.66,76.2,0.1,5.0,0.11,1173.0,1.07,0
es3tag,-12.0,49.9,50.0%,0.69,Ninjas in Pyjamas,28,40,0,0,0,0,0,0,24633,36090,23816.0,0.15,1.03,0.66,75.9,0.1,5.1,0.1,1378.0,1.01,0
sh1ro,29.0,92.3,87.5%,1.53,Cloud9,56,27,                          1.19,                          0.76,                          30.4%,                          41,                          0.58,                          74.5%,22118,28583,15313.0,0.11,1.44,0.54,78.6,0.08,3.9,0.11,1071.0,1.26,1
Ax1Le,7.0,83.7,80.4%,1.28,Cloud9,40,33,                          1.10,                          0.71,                          46.4%,                          30,                          0.67,                          72.8%,22035,30182,18973.0,0.14,1.16,0.63,80.6,0.09,5.3,0.09,1133.0,1.16,1
nafany,12.0,91.2,66.1%,1.27,Cloud9,48,36,                          0.99,                          0.64,                          56.4%,                          40,                          0.71,                          69.0%,18629,28539,19855.0,0.14,0.94,0.7,73.5,0.1,4.9,0.08,1071.0,1.02,1
HObbit,2.0,64.8,71.4%,0.99,Cloud9,34,32,                          0.99,                          0.61,                          45.5%,                          41,                          0.67,                          70.2%,26021,36328,23716.0,0.14,1.1,0.65,79.6,0.08,5.6,0.08,1370.0,1.06,1
interz,-2.0,57.2,73.2%,0.88,Cloud9,29,31,                          1.04,                          0.63,                          45.7%,                          25,                          0.59,                          75.6%,14322,24855,14454.0,0.12,0.99,0.58,62.9,0.1,5.1,0.1,932.0,0.99,1
EliGE,11.0,80.2,75.5%,1.27,Liquid,41,30,                          1.15,                          0.74,                          46.5%,                          44,                          0.65,                          71.6%,35579,47415,32320.0,0.15,1.1,0.68,83.1,0.1,4.2,0.12,1804.0,1.08,1
nitr0,8.0,86.3,77.4%,1.26,Liquid,43,35,0,0,0,0,0,0,26658,40388,26571.0,0.14,1.0,0.66,70.4,0.11,4.8,0.09,1541.0,0.98,1
NAF,8.0,84.5,79.2%,1.23,Liquid,42,34,                          1.08,                          0.68,                          39.3%,                          42,                          0.61,                          72.0%,33487,46335,29024.0,0.15,1.15,0.63,81.0,0.09,5.8,0.11,1757.0,1.08,1
shox,-6.0,72.9,71.7%,1.02,Liquid,31,37,0,0,0,0,0,0,39792,54573,36026.0,0.12,1.1,0.66,75.4,0.08,3.1,0.08,2077.0,1.07,1
oSee,-15.0,52.4,60.4%,0.75,Liquid,22,37,                          1.04,                          0.67,                          24.9%,                          42,                          0.60,                          70.4%,24598,33687,20884.0,0.11,1.18,0.62,75.0,0.11,2.7,0.12,1287.0,1.14,1
JOTA,7.0,95.2,69.8%,1.24,MIBR,45,38,                          1.06,                          0.65,                          52.3%,                          17,                          0.63,                          74.7%,11922,16534,10374.0,0.15,1.15,0.63,81.1,0.09,6.2,0.1,632.0,1.15,0
BIT,-2.0,74.6,77.4%,1.08,MIBR,36,38,0,0,0,0,0,0,12450,19057,12400.0,0.15,1.0,0.65,74.2,0.11,5.6,0.09,737.0,0.98,0
Tuurtle,-4.0,66.8,64.2%,0.99,MIBR,31,35,                          1.05,                          0.67,                          60.0%,                          52,                          0.68,                          69.6%,18961,27432,18282.0,0.14,1.04,0.67,76.0,0.11,3.0,0.11,1039.0,1.08,0
exit,-3.0,57.9,75.5%,0.91,MIBR,30,33,                          1.06,                          0.64,                          48.3%,                          56,                          0.59,                          74.6%,18543,26798,15707.0,0.13,1.18,0.59,75.7,0.09,5.6,0.12,1029.0,1.12,0
chelo,-5.0,66.2,62.3%,0.89,MIBR,30,35,                          0.97,                          0.60,                          58.9%,                          40,                          0.67,                          70.2%,19644,27707,18152.0,0.13,1.08,0.66,77.2,0.1,3.6,0.1,1063.0,1.06,0
m0NESY,17.0,78.1,67.1%,1.19,G2,59,42,                          1.16,                          0.74,                          39.0%,                          52,                          0.60,                          71.4%,8866,11467,6829.0,0.09,1.3,0.6,78.6,0.09,2.7,0.1,437.0,1.22,1
